admin2_name,admin2_pcode,admin1_name,admin1_pcode,admin0_name,admin0_pcode,number_of_named_languages,main_language,main_language_share,main_first_language,main_first_language_share,main_second_language,main_second_language_share,Ukrainian,Russian,Belarusian,Romanian,Bulgarian,Hungarian,Azeri,Armenian,Georgian,Gagauz,Crimean Tatar,Tatar,Romani,German,Polish,English,French,Other,Ukrainian L1,Russian L1,Belarusian L1,Romanian L1,Azeri L1,Armenian L1,Georgian L1,Bulgarian L1,Gagauz L1,Crimean Tatar L1,Tatar L1,Hungarian L1,Romani L1,Other L1,None L2,Ukrainian L2,Russian L2,Belarussian L2,Romanian L2,Bulgarian L2,German L2,Polish L2,Hungarian L2,English L2,French L2,Other L2,pop_total,pop_male,pop_female,literacy_all,literacy_male,literacy_female,language_data_yn,data_confidence,notes
#adm2+name,#adm2+code,#adm1+name,#adm1+code,#country+name,#country+code,#indicator+lang+num,#indicator+lang+main,#indicator+lang+main+pct,#indicator+first+lang+main,#indicator+first+lang+main+pct,#indicator+second+lang+main,#indicator+second+lang+main+pct,#indicator+lang+pct+iso639-3_ukr,#indicator+lang+pct+iso639-3_rus,#indicator+lang+pct+iso639-3_bel,#indicator+lang+pct+iso639-3_ron,#indicator+lang+pct+iso639-3_bul,#indicator+lang+pct+iso639-3_hun,#indicator+lang+pct+iso639-3_azj,#indicator+lang+pct+iso639-3_hyw,#indicator+lang+pct+iso639-3_kat,#indicator+ang+pct+iso639-3_gag,#indicator+lang+pct+iso639-3_crh,#indicator+lang+pct+iso639-3_tat,#indicator+lang+pct+iso639-3_ron,#indicator+lang+pct+iso639-3_deu,#indicator+lang+pct+iso639-3_pol,#indicator+lang+pct+iso639-3_eng,#indicator+lang+pct+iso639-3_fra,#indicator+lang+pct+iso639-3_unknown,#indicator+lang+pct+iso639-3_ukr,#indicator+first+lang+pct+iso639-3_rus,#indicator+first+lang+pct+iso639-3_bel,#indicator+first+lang+pct+iso639-3_ron,#indicator+first+lang+pct+iso639-3_azj,#indicator+first+lang+pct+iso639-3_hyw,#indicator+first+lang+pct+iso639-3_kat,#indicator+first+lang+pct+iso639-3_bul,#indicator+first+ang+pct+iso639-3_gag,#indicator+first+lang+pct+iso639-3_crh,#indicator+first+lang+pct+iso639-3_tat,#indicator+first+lang+pct+iso639-3_hun,#indicator+first+lang+pct+iso639-3_ron,#indicator+first+lang+pct+iso639-3_unknown,#indicator+second+lang+pct+none,#indicator+second+lang+pct+iso639-3_ukr,#indicator+second+lang+pct+iso639-3_rus,#indicator+second+lang+pct+iso639-3_bel,#indicator+second+lang+pct+iso639-3_ron,#indicator+second+lang+pct+iso639-3_bul,#indicator+second+lang+pct+iso639-3_deu,#indicator+second+lang+pct+iso639-3_pol,#indicator+second+lang+pct+iso639-3_hun,#indicator+second+lang+pct+iso639-3_eng,#indicator+second+lang+pct+iso639-3_fra,#indicator+second+lang+pct+iso639-3_unknown,#population+total,#population+m+total,#population+f+total,#population+total+pct+literate+age12up,#population+m+pct+literate+age12up,#population+f+pct+literate+age12up,#meta+data+bool,#meta+confidence,#meta+text
Mohyliv-Pokilskyi raion,804005021,Vinnytska oblast,804005,Ukraine,UA,5,Ukrainian,0.995,Ukrainian,0.977,Russian,0.408,0.995,0.429,0.000,0.003,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.001,0.977,0.020,0.000,0.002,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.570,0.018,0.408,0.000,0.001,0.000,0.000,0.000,0.000,0.001,0.000,0.001,39580,18470,21110,0.994,0.998,0.991,Yes,Medium,
Pohrebysche raion,804005022,Vinnytska oblast,804005,Ukraine,UA,5,Ukrainian,0.996,Ukrainian,0.988,Russian,0.339,0.996,0.349,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.002,0.000,0.002,0.988,0.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.648,0.008,0.339,0.000,0.000,0.000,0.001,0.000,0.000,0.002,0.000,0.001,37980,16590,21390,0.988,0.992,0.984,Yes,Medium,
Zhmerynka city,804005023,Vinnytska oblast,804005,Ukraine,UA,9,Ukrainian,0.985,Ukrainian,0.916,Russian,0.583,0.985,0.660,0.001,0.003,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.001,0.002,0.001,0.000,0.003,0.000,0.006,0.916,0.077,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.002,0.002,0.337,0.070,0.583,0.000,0.002,0.000,0.001,0.000,0.000,0.003,0.000,0.004,37360,17000,20360,0.993,0.997,0.990,Yes,Medium,
Teplyk raion,804005024,Vinnytska oblast,804005,Ukraine,UA,6,Ukrainian,0.996,Ukrainian,0.983,Russian,0.414,0.996,0.427,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.003,0.983,0.013,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.571,0.013,0.414,0.001,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.001,35620,16510,19110,0.993,0.995,0.991,Yes,Medium,
Mohyliv-Pokilskyi municipality,804005025,Vinnytska oblast,804005,Ukraine,UA,12,Ukrainian,0.981,Ukrainian,0.915,Russian,0.650,0.981,0.719,0.001,0.011,0.001,0.000,0.001,0.002,0.000,0.000,0.000,0.001,0.000,0.002,0.001,0.006,0.001,0.010,0.915,0.069,0.000,0.007,0.001,0.002,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.004,0.264,0.066,0.650,0.001,0.004,0.000,0.002,0.001,0.000,0.006,0.001,0.006,33810,15800,18010,0.996,0.999,0.994,Yes,Medium,
Murovani Kurylivtsi raion,804005026,Vinnytska oblast,804005,Ukraine,UA,5,Ukrainian,0.997,Ukrainian,0.983,Russian,0.425,0.997,0.441,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.001,0.983,0.015,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.555,0.014,0.425,0.000,0.001,0.000,0.000,0.000,0.000,0.002,0.000,0.001,33610,15290,18320,0.988,0.993,0.984,Yes,Medium,
Koziatyn municipality,804005027,Vinnytska oblast,804005,Ukraine,UA,9,Ukrainian,0.990,Ukrainian,0.951,Russian,0.474,0.990,0.518,0.002,0.000,0.001,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.003,0.002,0.008,0.001,0.002,0.951,0.044,0.001,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.471,0.039,0.474,0.001,0.000,0.000,0.003,0.002,0.000,0.008,0.001,0.001,28610,13370,15240,0.996,0.998,0.995,Yes,Medium,
Chernivtsi raion,804005028,Vinnytska oblast,804005,Ukraine,UA,4,Ukrainian,0.998,Ukrainian,0.990,Russian,0.441,0.998,0.450,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.001,0.990,0.009,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.548,0.008,0.441,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.001,28590,12820,15770,0.991,0.993,0.990,Yes,Medium,
Chechelnyk raion,804005029,Vinnytska oblast,804005,Ukraine,UA,3,Ukrainian,0.997,Ukrainian,0.987,Russian,0.365,0.997,0.376,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.987,0.011,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.623,0.011,0.365,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,27830,12310,15520,0.978,0.995,0.964,Yes,Medium,
Khmilnyk city,804005030,Vinnytska oblast,804005,Ukraine,UA,9,Ukrainian,0.986,Ukrainian,0.954,Russian,0.478,0.986,0.520,0.001,0.001,0.001,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.004,0.003,0.006,0.000,0.003,0.954,0.042,0.001,0.001,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.475,0.032,0.478,0.001,0.000,0.000,0.004,0.003,0.000,0.006,0.000,0.002,27660,12760,14900,0.994,0.996,0.992,Yes,Medium,
Orativ raion,804005031,Vinnytska oblast,804005,Ukraine,UA,4,Ukrainian,0.998,Ukrainian,0.993,Russian,0.203,0.998,0.209,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.001,0.000,0.001,0.993,0.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.790,0.005,0.203,0.000,0.000,0.000,0.001,0.000,0.000,0.001,0.000,0.001,27610,12450,15160,0.991,0.997,0.987,Yes,Medium,
Pischanka raion,804005032,Vinnytska oblast,804005,Ukraine,UA,7,Ukrainian,0.992,Ukrainian,0.969,Russian,0.416,0.992,0.437,0.001,0.008,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.002,0.000,0.000,0.001,0.000,0.003,0.969,0.021,0.001,0.005,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.002,0.002,0.555,0.023,0.416,0.000,0.003,0.000,0.000,0.000,0.000,0.001,0.000,0.001,25330,11490,13840,0.990,0.994,0.986,Yes,Medium,
Ladyzhyn municipality,804005033,Vinnytska oblast,804005,Ukraine,UA,6,Ukrainian,0.971,Ukrainian,0.883,Russian,0.561,0.971,0.676,0.000,0.001,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.005,0.001,0.005,0.883,0.115,0.000,0.001,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.340,0.089,0.561,0.000,0.000,0.000,0.000,0.000,0.000,0.005,0.001,0.005,24010,11500,12510,0.991,0.991,0.991,Yes,Medium,
Lutsk city,804007001,Volynska oblast,804007,Ukraine,UA,8,Ukrainian,0.986,Ukrainian,0.932,Russian,0.435,0.986,0.499,0.002,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.007,0.018,0.025,0.002,0.004,0.932,0.064,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.457,0.053,0.435,0.001,0.000,0.000,0.007,0.018,0.000,0.025,0.002,0.003,212760,97850,114910,0.997,0.998,0.997,Yes,Medium,
Kovel city,804007002,Volynska oblast,804007,Ukraine,UA,10,Ukrainian,0.991,Ukrainian,0.958,Russian,0.436,0.991,0.475,0.002,0.001,0.001,0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.003,0.010,0.009,0.000,0.002,0.958,0.039,0.001,0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.504,0.033,0.436,0.001,0.000,0.000,0.003,0.010,0.000,0.009,0.000,0.002,68160,32210,35950,0.994,0.998,0.990,Yes,Medium,
Kivertsi raion,804007003,Volynska oblast,804007,Ukraine,UA,7,Ukrainian,0.998,Ukrainian,0.988,Russian,0.370,0.998,0.380,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.009,0.003,0.001,0.009,0.988,0.010,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.597,0.010,0.370,0.000,0.000,0.000,0.001,0.009,0.000,0.003,0.001,0.008,67240,32000,35240,0.988,0.994,0.982,Yes,Medium,
"Liuboml raion, Shatsk raion",804007004,Volynska oblast,804007,Ukraine,UA,6,Ukrainian,0.998,Ukrainian,0.990,Russian,0.431,0.998,0.440,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.007,0.002,0.000,0.001,0.990,0.008,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.549,0.008,0.431,0.000,0.000,0.000,0.001,0.007,0.000,0.002,0.000,0.001,61340,29500,31840,0.984,0.994,0.976,Yes,Medium,
Kamin-Kashyrskyi raion,804007005,Volynska oblast,804007,Ukraine,UA,4,Ukrainian,0.999,Ukrainian,0.995,Russian,0.426,0.999,0.431,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.001,0.000,0.000,0.995,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.566,0.004,0.426,0.000,0.000,0.000,0.000,0.002,0.000,0.001,0.000,0.000,60950,29330,31620,0.969,0.992,0.948,Yes,Medium,
Novovolynsk municipality,804007006,Volynska oblast,804007,Ukraine,UA,9,Ukrainian,0.987,Ukrainian,0.942,Russian,0.312,0.987,0.366,0.003,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.005,0.029,0.016,0.000,0.005,0.942,0.053,0.002,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.588,0.045,0.312,0.001,0.001,0.000,0.005,0.029,0.000,0.016,0.000,0.003,58540,26990,31550,0.997,0.998,0.996,Yes,Medium,
Manevychi raion,804007007,Volynska oblast,804007,Ukraine,UA,7,Ukrainian,0.999,Ukrainian,0.995,Russian,0.317,0.999,0.322,0.001,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.002,0.002,0.000,0.000,0.995,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.672,0.004,0.317,0.001,0.000,0.000,0.002,0.002,0.000,0.002,0.000,0.000,58320,28180,30140,0.977,0.991,0.963,Yes,Medium,
Horokhiv raion,804007008,Volynska oblast,804007,Ukraine,UA,6,Ukrainian,0.998,Ukrainian,0.991,Russian,0.271,0.998,0.278,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.005,0.002,0.000,0.001,0.991,0.007,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.715,0.006,0.271,0.000,0.000,0.000,0.001,0.005,0.000,0.002,0.000,0.001,58140,26710,31430,0.988,0.994,0.982,Yes,Medium,
Lutsk raion,804007009,Volynska oblast,804007,Ukraine,UA,6,Ukrainian,0.997,Ukrainian,0.987,Russian,0.345,0.997,0.357,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.011,0.008,0.000,0.001,0.987,0.012,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.621,0.010,0.345,0.000,0.000,0.000,0.002,0.011,0.000,0.008,0.000,0.001,57000,27000,30000,0.993,0.994,0.993,Yes,Medium,
Ratne raion,804007010,Volynska oblast,804007,Ukraine,UA,5,Ukrainian,0.998,Ukrainian,0.991,Russian,0.477,0.998,0.484,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.000,0.001,0.991,0.006,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.513,0.007,0.477,0.000,0.000,0.000,0.000,0.001,0.000,0.001,0.000,0.001,53720,26670,27050,0.982,0.993,0.972,Yes,Medium,
Kovel raion,804007011,Volynska oblast,804007,Ukraine,UA,6,Ukrainian,0.997,Ukrainian,0.987,Russian,0.365,0.997,0.376,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.009,0.003,0.000,0.000,0.987,0.011,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.612,0.010,0.365,0.000,0.000,0.000,0.001,0.009,0.000,0.003,0.000,0.000,44120,20670,23450,0.982,0.993,0.973,Yes,Medium,
Rozhyshche raion,804007012,Volynska oblast,804007,Ukraine,UA,8,Ukrainian,0.998,Ukrainian,0.988,Russian,0.303,0.998,0.312,0.002,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.015,0.004,0.001,0.002,0.988,0.010,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.664,0.010,0.303,0.001,0.000,0.000,0.001,0.015,0.000,0.004,0.001,0.001,43170,20030,23140,0.986,0.992,0.981,Yes,Medium,
Volodymyr-Volynskyi city,804007013,Volynska oblast,804007,Ukraine,UA,9,Ukrainian,0.990,Ukrainian,0.939,Russian,0.376,0.990,0.432,0.004,0.001,0.002,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.004,0.035,0.011,0.000,0.003,0.939,0.057,0.002,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.519,0.051,0.376,0.002,0.001,0.000,0.004,0.035,0.000,0.011,0.000,0.002,38210,17980,20230,0.996,0.998,0.995,Yes,Medium,
Lyubeshiv raion,804007014,Volynska oblast,804007,Ukraine,UA,6,Ukrainian,1.000,Ukrainian,0.997,Russian,0.374,1.000,0.377,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.002,0.001,0.000,0.000,0.997,0.003,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.618,0.003,0.374,0.000,0.000,0.000,0.001,0.002,0.000,0.001,0.000,0.000,37660,18420,19240,0.977,0.992,0.963,Yes,Medium,
Ivanychi raion,804007015,Volynska oblast,804007,Ukraine,UA,8,Ukrainian,0.997,Ukrainian,0.991,Russian,0.246,0.997,0.252,0.002,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.015,0.006,0.000,0.002,0.991,0.006,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.722,0.006,0.246,0.001,0.000,0.000,0.002,0.015,0.000,0.006,0.000,0.001,36060,16630,19430,0.995,0.997,0.993,Yes,Medium,
Stara Vyzhivka raion,804007016,Volynska oblast,804007,Ukraine,UA,7,Ukrainian,0.999,Ukrainian,0.994,Russian,0.301,0.999,0.305,0.001,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.003,0.002,0.001,0.002,0.994,0.004,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.687,0.005,0.301,0.001,0.000,0.000,0.000,0.003,0.000,0.002,0.001,0.001,33370,15710,17660,0.980,0.992,0.969,Yes,Medium,
Turiisk raion,804007017,Volynska oblast,804007,Ukraine,UA,6,Ukrainian,0.998,Ukrainian,0.991,Russian,0.344,0.998,0.353,0.001,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.010,0.001,0.000,0.001,0.991,0.009,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.634,0.007,0.344,0.001,0.000,0.000,0.000,0.010,0.000,0.001,0.000,0.001,29560,13860,15700,0.992,0.994,0.990,Yes,Medium,
Volodymyr-Volynskyi raion,804007018,Volynska oblast,804007,Ukraine,UA,8,Ukrainian,0.996,Ukrainian,0.982,Russian,0.335,0.996,0.347,0.003,0.000,0.001,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.002,0.009,0.001,0.000,0.003,0.982,0.013,0.002,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.637,0.014,0.335,0.001,0.000,0.000,0.002,0.009,0.000,0.001,0.000,0.002,28980,13480,15500,0.990,0.995,0.986,Yes,Medium,
Lokachi raion,804007019,Volynska oblast,804007,Ukraine,UA,5,Ukrainian,0.999,Ukrainian,0.994,Russian,0.319,0.999,0.323,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.006,0.001,0.000,0.000,0.994,0.004,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.668,0.005,0.319,0.000,0.000,0.000,0.000,0.006,0.000,0.001,0.000,0.000,25650,12110,13540,0.986,0.995,0.978,Yes,Medium,
Dnipropetrovsk municipality,804012001,Dnipropetrovska oblast,804012,Ukraine,UA,11,Russian,0.881,Russian,0.525,Ukrainian,0.402,0.869,0.881,0.003,0.001,0.002,0.000,0.001,0.002,0.000,0.000,0.000,0.000,0.000,0.005,0.001,0.023,0.002,0.007,0.467,0.525,0.001,0.000,0.001,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.204,0.402,0.356,0.001,0.001,0.000,0.005,0.001,0.000,0.023,0.002,0.005,1091720,501210,590510,0.997,0.997,0.997,Yes,Medium,
Kryvyi Rih municipality,804012002,Dnipropetrovska oblast,804012,Ukraine,UA,11,Ukrainian,0.936,Ukrainian,0.716,Russian,0.521,0.936,0.796,0.004,0.001,0.001,0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.001,0.003,0.001,0.009,0.000,0.003,0.716,0.275,0.003,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.241,0.220,0.521,0.001,0.001,0.000,0.003,0.001,0.000,0.009,0.000,0.002,721230,331520,389710,0.998,0.998,0.998,Yes,Medium,
Dneprodzerzynsk municipality,804012003,Dnipropetrovska oblast,804012,Ukraine,UA,9,Ukrainian,0.940,Ukrainian,0.660,Russian,0.548,0.940,0.880,0.003,0.001,0.002,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.003,0.000,0.004,0.660,0.332,0.002,0.001,0.000,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.163,0.280,0.548,0.002,0.000,0.000,0.001,0.001,0.000,0.003,0.000,0.002,262980,119650,143330,0.997,0.997,0.997,Yes,Medium,
Nikopol raion,804012004,Dnipropetrovska oblast,804012,Ukraine,UA,11,Ukrainian,0.889,Ukrainian,0.557,Russian,0.421,0.889,0.859,0.003,0.002,0.001,0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.003,0.001,0.010,0.001,0.004,0.557,0.438,0.002,0.001,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.226,0.332,0.421,0.001,0.001,0.000,0.003,0.001,0.000,0.010,0.001,0.003,139600,63420,76180,0.998,0.998,0.998,Yes,Medium,
Pavlohrad city,804012005,Dnipropetrovska oblast,804012,Ukraine,UA,9,Ukrainian,0.866,Ukrainian,0.597,Russian,0.461,0.866,0.856,0.002,0.001,0.001,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.004,0.003,0.000,0.007,0.000,0.005,0.597,0.395,0.001,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.004,0.001,0.254,0.269,0.461,0.001,0.000,0.000,0.003,0.000,0.000,0.007,0.000,0.004,120500,57710,62790,0.996,0.996,0.996,Yes,Medium,
Dnipropetrovsk raion,804012006,Dnipropetrovska oblast,804012,Ukraine,UA,12,Ukrainian,0.941,Ukrainian,0.801,Russian,0.554,0.941,0.746,0.003,0.001,0.001,0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.001,0.002,0.001,0.006,0.001,0.003,0.801,0.192,0.002,0.000,0.001,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.002,0.294,0.140,0.554,0.001,0.000,0.000,0.002,0.001,0.000,0.006,0.001,0.001,78700,36500,42200,0.995,0.997,0.993,Yes,Medium,
Novomoskovsk raion,804012007,Dnipropetrovska oblast,804012,Ukraine,UA,9,Ukrainian,0.951,Ukrainian,0.854,Russian,0.516,0.951,0.656,0.003,0.001,0.001,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.001,0.001,0.002,0.000,0.005,0.854,0.140,0.002,0.001,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.378,0.097,0.516,0.001,0.000,0.000,0.001,0.001,0.000,0.002,0.000,0.003,77130,36470,40660,0.991,0.994,0.989,Yes,Medium,
Novomoskovsk city,804012008,Dnipropetrovska oblast,804012,Ukraine,UA,8,Ukrainian,0.953,Ukrainian,0.817,Russian,0.636,0.953,0.812,0.002,0.001,0.000,0.000,0.000,0.002,0.000,0.000,0.000,0.001,0.000,0.002,0.000,0.005,0.000,0.005,0.817,0.176,0.002,0.000,0.000,0.002,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.001,0.215,0.136,0.636,0.000,0.000,0.000,0.002,0.000,0.000,0.005,0.000,0.004,72350,33030,39320,0.998,0.998,0.998,Yes,Medium,
Apostolove raion,804012009,Dnipropetrovska oblast,804012,Ukraine,UA,8,Ukrainian,0.955,Ukrainian,0.863,Russian,0.541,0.955,0.671,0.005,0.002,0.001,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.001,0.000,0.001,0.000,0.003,0.863,0.129,0.004,0.001,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.360,0.093,0.541,0.000,0.001,0.000,0.001,0.000,0.000,0.001,0.000,0.002,64300,30330,33970,0.995,0.996,0.994,Yes,Medium,
Verkhnodniprovsk raion,804012010,Dnipropetrovska oblast,804012,Ukraine,UA,9,Ukrainian,0.970,Ukrainian,0.895,Russian,0.618,0.970,0.714,0.004,0.003,0.001,0.000,0.000,0.002,0.001,0.000,0.000,0.000,0.000,0.001,0.000,0.002,0.000,0.002,0.895,0.096,0.003,0.002,0.000,0.002,0.001,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.302,0.074,0.618,0.001,0.001,0.000,0.001,0.000,0.000,0.002,0.000,0.002,58370,26410,31960,0.992,0.987,0.997,Yes,Medium,
Zhovti Vody municipality,804012011,Dnipropetrovska oblast,804012,Ukraine,UA,11,Ukrainian,0.936,Ukrainian,0.777,Russian,0.532,0.936,0.749,0.002,0.002,0.001,0.000,0.000,0.003,0.000,0.000,0.000,0.001,0.000,0.002,0.001,0.008,0.002,0.003,0.777,0.217,0.001,0.001,0.000,0.003,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.001,0.293,0.159,0.532,0.001,0.001,0.000,0.002,0.001,0.000,0.008,0.002,0.002,57200,26500,30700,0.997,0.996,0.997,Yes,Medium,
Piatykhatky raion,804012012,Dnipropetrovska oblast,804012,Ukraine,UA,10,Ukrainian,0.975,Ukrainian,0.914,Russian,0.540,0.975,0.610,0.005,0.002,0.001,0.004,0.001,0.004,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.001,0.000,0.004,0.914,0.069,0.004,0.001,0.001,0.004,0.000,0.000,0.000,0.000,0.000,0.003,0.001,0.002,0.392,0.061,0.540,0.001,0.001,0.000,0.000,0.000,0.001,0.001,0.000,0.002,53610,25040,28570,0.991,0.991,0.991,Yes,Medium,
Marhanets municipality,804012013,Dnipropetrovska oblast,804012,Ukraine,UA,11,Ukrainian,0.930,Ukrainian,0.719,Russian,0.531,0.930,0.804,0.003,0.000,0.002,0.000,0.001,0.002,0.000,0.000,0.000,0.000,0.001,0.002,0.001,0.007,0.001,0.003,0.719,0.273,0.002,0.000,0.001,0.002,0.000,0.000,0.000,0.000,0.000,0.000,0.001,0.002,0.244,0.211,0.531,0.001,0.000,0.000,0.002,0.001,0.000,0.007,0.001,0.001,51950,24100,27850,0.996,0.996,0.996,Yes,Medium,
